user,items
188,"['chicken', 'yogurt', 'beef', 'canned beer', 'bottled beer', 'chocolate', 'liquor', 'rolls/buns', 'shopping bags', 'whole milk']"
189,"['yogurt', 'beef', 'candy', 'meat', 'bottled beer', 'chocolate', 'rolls/buns', 'cream cheese', 'shopping bags', 'UHT-milk']"
190,"['chicken', 'beef', 'bottled beer', 'canned beer', 'rolls/buns', 'cream cheese', 'shopping bags', 'berries', 'salty snack', 'whole milk']"
191,"['chicken', 'yogurt', 'canned beer', 'chocolate', 'rolls/buns', 'shopping bags', 'pickled vegetables', 'whole milk', 'pastry', 'root vegetables']"
192,"['yogurt', 'canned beer', 'chocolate', 'flour', 'cream cheese', 'shopping bags', 'brown bread', 'butter', 'whole milk', 'detergent']"
193,"['yogurt', 'canned beer', 'bottled beer', 'flour', 'rolls/buns', 'cream cheese', 'shopping bags', 'UHT-milk', 'hard cheese', 'whole milk']"
194,"['beef', 'bottled beer', 'hard cheese', 'rolls/buns', 'cream cheese', 'shopping bags', 'pickled vegetables', 'brown bread', 'salty snack', 'whole milk']"
195,"['chicken', 'yogurt', 'beef', 'canned beer', 'rolls/buns', 'shopping bags', 'dessert', 'brown bread', 'berries', 'whole milk']"
196,"['chicken', 'cat food', 'yogurt', 'candy', 'meat', 'bottled beer', 'flour', 'rolls/buns', 'brown bread', 'butter']"
197,"['yogurt', 'beef', 'canned beer', 'butter milk', 'hard cheese', 'flour', 'cream cheese', 'shopping bags', 'whole milk', 'cake bar']"
198,"['cat food', 'yogurt', 'beef', 'canned beer', 'flour', 'condensed milk', 'shopping bags', 'UHT-milk', 'brown bread', 'frozen meals']"
199,"['chicken', 'yogurt', 'butter milk', 'canned beer', 'candy', 'meat', 'chocolate', 'hard cheese', 'rolls/buns', 'shopping bags']"
200,"['yogurt', 'bottled beer', 'candy', 'chocolate', 'hard cheese', 'liquor', 'shopping bags', 'UHT-milk', 'berries', 'salty snack']"
201,"['yogurt', 'bottled beer', 'rolls/buns', 'cream cheese', 'pickled vegetables', 'salty snack', 'dessert', 'whole milk', 'root vegetables', 'frankfurter']"
202,"['meat', 'chocolate', 'rolls/buns', 'shopping bags', 'semi-finished bread', 'whole milk', 'coffee', 'dish cleaner', 'fruit/vegetable juice', 'root vegetables']"
203,"['yogurt', 'beef', 'bottled beer', 'canned beer', 'hard cheese', 'rolls/buns', 'flour', 'shopping bags', 'UHT-milk', 'berries']"
204,"['yogurt', 'cat food', 'canned beer', 'rolls/buns', 'shopping bags', 'pickled vegetables', 'brown bread', 'semi-finished bread', 'whole milk', 'dessert']"
205,"['chicken', 'yogurt', 'butter milk', 'bottled beer', 'meat', 'rolls/buns', 'pickled vegetables', 'berries', 'dessert', 'whole milk']"
206,"['yogurt', 'canned beer', 'meat', 'bottled beer', 'candy', 'rolls/buns', 'shopping bags', 'frozen meals', 'whole milk', 'pastry']"
207,"['yogurt', 'rolls/buns', 'cream cheese', 'dessert', 'frozen meals', 'butter', 'soft cheese', 'salty snack', 'pastry', 'fruit/vegetable juice']"
208,"['chicken', 'cat food', 'yogurt', 'bottled beer', 'rolls/buns', 'shopping bags', 'brown bread', 'salty snack', 'berries', 'whole milk']"
209,"['chicken', 'yogurt', 'bottled beer', 'chocolate', 'hard cheese', 'rolls/buns', 'cream cheese', 'shopping bags', 'dessert', 'salty snack']"
210,"['chicken', 'yogurt', 'cat food', 'beef', 'chocolate', 'rolls/buns', 'whole milk', 'coffee', 'pastry', 'root vegetables']"
211,"['chicken', 'yogurt', 'candy', 'bottled beer', 'canned beer', 'chocolate', 'meat', 'rolls/buns', 'cream cheese', 'shopping bags']"
212,"['yogurt', 'butter milk', 'bottled beer', 'candy', 'rolls/buns', 'shopping bags', 'pickled vegetables', 'salty snack', 'whole milk', 'mustard']"
213,"['beef', 'candy', 'flour', 'brown bread', 'butter', 'mustard', 'bottled beer', 'whole milk', 'soft cheese', 'hard cheese']"
214,"['yogurt', 'beef', 'rolls/buns', 'shopping bags', 'brown bread', 'salty snack', 'dessert', 'whole milk', 'pastry', 'fruit/vegetable juice']"
215,"['cat food', 'yogurt', 'beef', 'canned beer', 'chocolate', 'hard cheese', 'rolls/buns', 'cream cheese', 'shopping bags', 'dessert']"
216,"['beef', 'flour', 'butter', 'salty snack', 'detergent', 'chewing gum', 'bottled beer', 'soft cheese', 'whole milk', 'hard cheese']"
217,"['yogurt', 'canned beer', 'candy', 'chocolate', 'rolls/buns', 'brown bread', 'salty snack', 'berries', 'coffee', 'cake bar']"
218,"['chicken', 'yogurt', 'beef', 'bottled beer', 'canned beer', 'flour', 'rolls/buns', 'shopping bags', 'pickled vegetables', 'dessert']"
219,"['chicken', 'yogurt', 'butter milk', 'canned beer', 'hard cheese', 'flour', 'brown bread', 'dessert', 'butter', 'semi-finished bread']"
220,"['yogurt', 'canned beer', 'rolls/buns', 'cream cheese', 'shopping bags', 'brown bread', 'berries', 'UHT-milk', 'whole milk', 'butter']"
221,"['chicken', 'yogurt', 'butter milk', 'meat', 'mayonnaise', 'rolls/buns', 'shopping bags', 'brown bread', 'salty snack', 'butter']"
222,"['yogurt', 'cat food', 'butter milk', 'beef', 'bottled beer', 'chocolate', 'hard cheese', 'rolls/buns', 'condensed milk', 'flour']"
223,"['yogurt', 'butter milk', 'bottled beer', 'meat', 'canned beer', 'beef', 'condensed milk', 'rolls/buns', 'liquor', 'shopping bags']"
224,"['beef', 'bottled beer', 'meat', 'rolls/buns', 'pickled vegetables', 'butter', 'soft cheese', 'coffee', 'dish cleaner', 'pastry']"
225,"['chicken', 'yogurt', 'beef', 'canned beer', 'bottled beer', 'candy', 'hard cheese', 'rolls/buns', 'condensed milk', 'dessert']"
226,"['chicken', 'bottled beer', 'meat', 'canned beer', 'rolls/buns', 'shopping bags', 'dessert', 'frozen meals', 'whole milk', 'pastry']"
227,"['chicken', 'yogurt', 'butter milk', 'candy', 'meat', 'bottled beer', 'rolls/buns', 'shopping bags', 'salty snack', 'butter']"
228,"['cat food', 'yogurt', 'beef', 'canned beer', 'rolls/buns', 'cream cheese', 'shopping bags', 'berries', 'whole milk', 'detergent']"
229,"['chicken', 'yogurt', 'candy', 'meat', 'chocolate', 'rolls/buns', 'cream cheese', 'shopping bags', 'brown bread', 'butter']"
230,"['beef', 'flour', 'berries', 'butter', 'dish cleaner', 'herbs', 'cling film/bags', 'chewing gum', 'cat food', 'bottled beer']"
231,"['chicken', 'yogurt', 'butter milk', 'bottled beer', 'meat', 'rolls/buns', 'shopping bags', 'dessert', 'brown bread', 'butter']"
232,"['yogurt', 'beef', 'canned beer', 'butter milk', 'bottled beer', 'condensed milk', 'shopping bags', 'dessert', 'brown bread', 'UHT-milk']"
233,"['yogurt', 'bottled beer', 'chocolate', 'rolls/buns', 'cream cheese', 'shopping bags', 'UHT-milk', 'brown bread', 'dessert', 'whole milk']"
234,"['yogurt', 'canned beer', 'bottled beer', 'rolls/buns', 'shopping bags', 'butter', 'whole milk', 'soft cheese', 'coffee', 'pastry']"
235,"['yogurt', 'beef', 'candy', 'chocolate', 'rolls/buns', 'shopping bags', 'brown bread', 'butter', 'frozen meals', 'whole milk']"
236,"['bottled beer', 'meat', 'shopping bags', 'pickled vegetables', 'brown bread', 'butter', 'whole milk', 'coffee', 'dessert', 'berries']"
237,"['yogurt', 'canned beer', 'bottled beer', 'mayonnaise', 'rolls/buns', 'hard cheese', 'shopping bags', 'flour', 'salty snack', 'whole milk']"
238,"['yogurt', 'meat', 'rolls/buns', 'dessert', 'butter', 'semi-finished bread', 'whole milk', 'detergent', 'fruit/vegetable juice', 'root vegetables']"
239,"['beef', 'brown bread', 'butter', 'berries', 'herbs', 'cat food', 'bottled beer', 'meat', 'onions', 'hard cheese']"
240,"['yogurt', 'bottled beer', 'meat', 'canned beer', 'pickled vegetables', 'frozen meals', 'salty snack', 'whole milk', 'pastry', 'fruit/vegetable juice']"
241,"['yogurt', 'beef', 'bottled beer', 'brown bread', 'salty snack', 'butter', 'whole milk', 'berries', 'coffee', 'frozen meals']"
242,"['yogurt', 'canned beer', 'bottled beer', 'candy', 'chocolate', 'rolls/buns', 'cream cheese', 'shopping bags', 'brown bread', 'dessert']"
243,"['chicken', 'cat food', 'yogurt', 'meat', 'flour', 'rolls/buns', 'condensed milk', 'shopping bags', 'dessert', 'butter']"
244,"['beef', 'canned beer', 'butter', 'salty snack', 'berries', 'detergent', 'cat food', 'bottled beer', 'liquor', 'whole milk']"
245,"['chicken', 'yogurt', 'butter milk', 'bottled beer', 'candy', 'rolls/buns', 'shopping bags', 'frozen meals', 'salty snack', 'whole milk']"
246,"['chicken', 'yogurt', 'canned beer', 'chocolate', 'rolls/buns', 'cream cheese', 'brown bread', 'berries', 'semi-finished bread', 'whole milk']"
247,"['yogurt', 'bottled beer', 'chocolate', 'rolls/buns', 'cream cheese', 'shopping bags', 'frozen meals', 'whole milk', 'root vegetables', 'frankfurter']"
248,"['chicken', 'yogurt', 'beef', 'bottled beer', 'canned beer', 'chocolate', 'mayonnaise', 'rolls/buns', 'shopping bags', 'UHT-milk']"
249,"['yogurt', 'butter milk', 'bottled beer', 'beef', 'shopping bags', 'UHT-milk', 'butter', 'whole milk', 'canned fish', 'dog food']"
250,"['cat food', 'yogurt', 'rolls/buns', 'cream cheese', 'shopping bags', 'brown bread', 'butter', 'whole milk', 'chewing gum']"
251,"['yogurt', 'chocolate', 'chewing gum', 'rolls/buns', 'cream cheese', 'dessert', 'brown bread', 'frozen meals', 'whole milk', 'pastry']"
252,"['yogurt', 'beef', 'rolls/buns', 'liquor', 'shopping bags', 'berries', 'salty snack', 'whole milk', 'coffee', 'soft cheese']"
253,"['canned beer', 'bottled beer', 'dessert', 'frozen meals', 'berries', 'coffee', 'cake bar']"
254,"['cat food', 'yogurt', 'candy', 'canned beer', 'bottled beer', 'hard cheese', 'rolls/buns', 'berries', 'butter', 'whole milk']"
255,"['yogurt', 'beef', 'candy', 'meat', 'butter milk', 'chocolate', 'hard cheese', 'rolls/buns', 'shopping bags', 'salty snack']"
256,"['chicken', 'yogurt', 'beef', 'canned beer', 'flour', 'rolls/buns', 'dessert', 'salty snack', 'whole milk', 'soft cheese']"
257,"['yogurt', 'beef', 'candy', 'canned beer', 'bottled beer', 'chocolate', 'mayonnaise', 'rolls/buns', 'cream cheese', 'UHT-milk']"
258,"['chicken', 'yogurt', 'bottled beer', 'chocolate', 'hard cheese', 'rolls/buns', 'butter', 'frozen meals', 'whole milk', 'pastry']"
259,"['yogurt', 'bottled beer', 'candy', 'canned beer', 'hard cheese', 'rolls/buns', 'brown bread', 'dessert', 'butter', 'whole milk']"
260,"['chicken', 'yogurt', 'meat', 'chocolate', 'rolls/buns', 'brown bread', 'butter', 'berries', 'whole milk', 'coffee']"
261,"['yogurt', 'beef', 'candy', 'bottled beer', 'chocolate', 'hard cheese', 'rolls/buns', 'shopping bags', 'brown bread', 'butter']"
262,"['yogurt', 'butter milk', 'candy', 'beef', 'canned beer', 'rolls/buns', 'cream cheese', 'dessert', 'butter', 'frozen meals']"
263,"['chicken', 'flour', 'rolls/buns', 'shopping bags', 'UHT-milk', 'whole milk', 'pastry', 'root vegetables', 'pet care', 'onions']"
264,"['yogurt', 'candy', 'canned beer', 'rolls/buns', 'cream cheese', 'dessert', 'berries', 'brown bread', 'whole milk', 'coffee']"
265,"['coffee', 'cat food', 'yogurt', 'chocolate']"
266,"['yogurt', 'rolls/buns', 'pickled vegetables', 'brown bread', 'whole milk', 'root vegetables', 'herbs', 'frankfurter']"
267,"['beef', 'canned beer', 'meat', 'rolls/buns', 'dessert', 'UHT-milk', 'whole milk', 'pastry', 'root vegetables', 'canned fish']"
268,"['cat food', 'yogurt', 'candy', 'chocolate', 'rolls/buns', 'shopping bags', 'dessert', 'UHT-milk', 'semi-finished bread', 'whole milk']"
269,"['yogurt', 'meat', 'hard cheese', 'rolls/buns', 'pickled vegetables', 'whole milk', 'soft cheese', 'coffee', 'pastry', 'fruit/vegetable juice']"
270,"['chicken', 'yogurt', 'canned beer', 'meat', 'hard cheese', 'rolls/buns', 'shopping bags', 'pickled vegetables', 'berries', 'salty snack']"
271,"['chicken', 'yogurt', 'cat food', 'bottled beer', 'canned beer', 'chocolate', 'condensed milk', 'rolls/buns', 'cream cheese', 'shopping bags']"
272,"['yogurt', 'beef', 'canned beer', 'meat', 'flour', 'rolls/buns', 'shopping bags', 'brown bread', 'whole milk', 'root vegetables']"
273,"['yogurt', 'butter milk', 'canned beer', 'flour', 'rolls/buns', 'hard cheese', 'shopping bags', 'dessert', 'UHT-milk', 'salty snack']"
274,"['canned beer', 'meat', 'rolls/buns', 'cream cheese', 'shopping bags', 'brown bread', 'salty snack', 'dessert', 'whole milk', 'coffee']"
275,"['yogurt', 'butter milk', 'chocolate', 'flour', 'rolls/buns', 'cream cheese', 'shopping bags', 'dessert', 'frozen meals', 'semi-finished bread']"
276,"['chicken', 'yogurt', 'flour', 'rolls/buns', 'shopping bags', 'dessert', 'mustard', 'whole milk', 'fruit/vegetable juice', 'dog food']"
277,"['chicken', 'cat food', 'yogurt', 'beef', 'butter milk', 'condensed milk', 'rolls/buns', 'flour', 'shopping bags', 'pickled vegetables']"
278,"['yogurt', 'cat food', 'butter milk', 'candy', 'rolls/buns', 'shopping bags', 'brown bread', 'pickled vegetables', 'whole milk', 'coffee']"
279,"['butter milk', 'bottled beer', 'meat', 'beef', 'rolls/buns', 'shopping bags', 'brown bread', 'butter', 'mustard', 'whole milk']"
280,"['butter milk', 'bottled beer', 'chocolate', 'rolls/buns', 'cream cheese', 'shopping bags', 'butter', 'whole milk', 'coffee', 'root vegetables']"
281,"['yogurt', 'beef', 'candy', 'canned beer', 'rolls/buns', 'shopping bags', 'pickled vegetables', 'brown bread', 'UHT-milk', 'mustard']"
282,"['chicken', 'candy', 'bottled beer', 'shopping bags', 'UHT-milk', 'dessert', 'whole milk', 'root vegetables', 'frankfurter', 'onions']"
283,"['yogurt', 'canned beer', 'meat', 'shopping bags', 'butter', 'berries', 'whole milk', 'root vegetables', 'chocolate marshmallow', 'frankfurter']"
284,"['beef', 'candy', 'brown bread', 'butter', 'salty snack', 'whole milk', 'soft cheese', 'pastry', 'onions', 'hard cheese']"
285,"['cat food', 'butter milk', 'shopping bags', 'UHT-milk', 'frozen meals', 'berries', 'semi-finished bread', 'whole milk', 'cake bar', 'butter']"
286,"['yogurt', 'beef', 'bottled beer', 'rolls/buns', 'shopping bags', 'butter', 'berries', 'whole milk', 'salty snack', 'pastry']"
287,"['chicken', 'cat food', 'yogurt', 'butter milk', 'bottled beer', 'chocolate', 'hard cheese', 'rolls/buns', 'shopping bags', 'dessert']"
288,"['yogurt', 'canned beer', 'chocolate', 'flour', 'hard cheese', 'rolls/buns', 'shopping bags', 'brown bread', 'butter', 'semi-finished bread']"
289,"['yogurt', 'butter milk', 'canned beer', 'meat', 'bottled beer', 'chocolate', 'rolls/buns', 'shopping bags', 'brown bread', 'berries']"
290,"['beef', 'bottled beer', 'canned beer', 'chocolate', 'rolls/buns', 'brown bread', 'salty snack', 'whole milk', 'pastry', 'fruit/vegetable juice']"
291,"['chicken', 'cat food', 'canned beer', 'meat', 'bottled beer', 'chocolate', 'rolls/buns', 'shopping bags', 'dessert', 'frozen meals']"
292,"['chicken', 'yogurt', 'bottled beer', 'chocolate', 'flour', 'rolls/buns', 'condensed milk', 'shopping bags', 'UHT-milk', 'dessert']"
293,"['yogurt', 'cat food', 'chocolate', 'flour', 'hard cheese', 'rolls/buns', 'shopping bags', 'berries', 'butter', 'whole milk']"
294,"['chicken', 'yogurt', 'beef', 'canned beer', 'bottled beer', 'hard cheese', 'rolls/buns', 'shopping bags', 'brown bread', 'berries']"
295,"['yogurt', 'beef', 'bottled beer', 'chocolate', 'rolls/buns', 'shopping bags', 'brown bread', 'butter', 'berries', 'whole milk']"
296,"['yogurt', 'beef', 'rolls/buns', 'cream cheese', 'UHT-milk', 'butter', 'brown bread', 'whole milk', 'fruit/vegetable juice', 'onions']"
297,"['chicken', 'yogurt', 'butter milk', 'rolls/buns', 'dessert', 'brown bread', 'whole milk', 'fruit/vegetable juice', 'pet care', 'frankfurter']"
298,"['chicken', 'cat food', 'yogurt', 'bottled beer', 'flour', 'rolls/buns', 'cream cheese', 'shopping bags', 'UHT-milk', 'berries']"
299,"['yogurt', 'flour', 'rolls/buns', 'shopping bags', 'dessert', 'whole milk', 'fruit/vegetable juice']"
300,"['chicken', 'yogurt', 'bottled beer', 'meat', 'chocolate', 'rolls/buns', 'cream cheese', 'salty snack', 'frozen meals', 'whole milk']"
301,"['beef', 'canned beer', 'brown bread', 'berries', 'mustard', 'chewing gum', 'cat food', 'bottled beer', 'liquor', 'soft cheese']"
302,"['yogurt', 'beef', 'bottled beer', 'candy', 'chocolate', 'hard cheese', 'rolls/buns', 'brown bread', 'frozen meals', 'salty snack']"
303,"['chicken', 'yogurt', 'bottled beer', 'canned beer', 'hard cheese', 'rolls/buns', 'butter', 'whole milk', 'fruit/vegetable juice', 'root vegetables']"
304,"['chicken', 'cat food', 'yogurt', 'bottled beer', 'candy', 'chocolate', 'condensed milk', 'rolls/buns', 'shopping bags', 'brown bread']"
305,"['chicken', 'yogurt', 'beef', 'candy', 'chocolate', 'hard cheese', 'rolls/buns', 'pickled vegetables', 'salty snack', 'butter']"
306,"['yogurt', 'butter milk', 'beef', 'chocolate', 'flour', 'rolls/buns', 'shopping bags', 'brown bread', 'butter', 'whole milk']"
307,"['yogurt', 'canned beer', 'meat', 'candy', 'rolls/buns', 'shopping bags', 'UHT-milk', 'salty snack', 'berries', 'whole milk']"
308,"['chicken', 'yogurt', 'butter milk', 'candy', 'meat', 'chocolate', 'flour', 'rolls/buns', 'shopping bags', 'brown bread']"
309,"['yogurt', 'butter milk', 'candy', 'canned beer', 'chocolate', 'flour', 'rolls/buns', 'cream cheese', 'shopping bags', 'brown bread']"
310,"['chicken', 'yogurt', 'canned beer', 'bottled beer', 'candy', 'flour', 'rolls/buns', 'shopping bags', 'soft cheese', 'whole milk']"
311,"['cat food', 'yogurt', 'beef', 'canned beer', 'shopping bags', 'UHT-milk', 'salty snack', 'whole milk', 'coffee', 'detergent']"
312,"['yogurt', 'beef', 'candy', 'canned beer', 'bottled beer', 'flour', 'rolls/buns', 'shopping bags', 'brown bread', 'frozen meals']"
313,"['chicken', 'yogurt', 'butter milk', 'bottled beer', 'meat', 'canned beer', 'rolls/buns', 'shopping bags', 'dish cleaner', 'fruit/vegetable juice']"
314,"['chicken', 'yogurt', 'beef', 'rolls/buns', 'cream cheese', 'shopping bags', 'whole milk', 'coffee', 'pastry', 'root vegetables']"
315,"['chicken', 'yogurt', 'beef', 'bottled beer', 'canned beer', 'chocolate', 'hard cheese', 'rolls/buns', 'root vegetables', 'shopping bags']"
316,"['yogurt', 'butter milk', 'canned beer', 'chocolate', 'rolls/buns', 'shopping bags', 'brown bread', 'coffee', 'pastry', 'root vegetables']"
317,"['yogurt', 'chocolate', 'rolls/buns', 'shopping bags', 'brown bread', 'salty snack', 'whole milk', 'pastry', 'root vegetables', 'frankfurter']"
318,"['yogurt', 'beef', 'canned beer', 'canned fish', 'bottled beer', 'meat', 'mayonnaise', 'rolls/buns', 'shopping bags', 'brown bread']"
319,"['yogurt', 'candy', 'chocolate', 'rolls/buns', 'pickled vegetables', 'butter', 'frozen meals', 'salty snack', 'coffee', 'whole milk']"
320,"['butter milk', 'candy', 'canned beer', 'beef', 'flour', 'rolls/buns', 'shopping bags', 'brown bread', 'UHT-milk', 'frozen meals']"
321,"['cat food', 'yogurt', 'canned beer', 'bottled beer', 'rolls/buns', 'liquor', 'UHT-milk', 'whole milk', 'pet care', 'frankfurter']"
322,"['chicken', 'beef', 'bottled beer', 'meat', 'rolls/buns', 'cream cheese', 'shopping bags', 'brown bread', 'berries', 'butter']"
323,"['yogurt', 'cat food', 'beef', 'candy', 'meat', 'bottled beer', 'chocolate', 'canned beer', 'rolls/buns', 'brown bread']"
324,"['candy', 'canned beer', 'flour', 'brown bread', 'berries', 'salty snack', 'detergent', 'chewing gum', 'bottled beer', 'liquor']"
325,"['yogurt', 'butter milk', 'canned beer', 'bottled beer', 'candy', 'dessert', 'berries', 'brown bread', 'whole milk', 'detergent']"
326,"['yogurt', 'meat', 'mayonnaise', 'rolls/buns', 'cream cheese', 'hard cheese', 'brown bread', 'butter', 'frozen meals', 'whole milk']"
327,"['yogurt', 'mayonnaise', 'rolls/buns', 'brown bread', 'mustard', 'whole milk', 'root vegetables', 'frankfurter', 'chewing gum']"
328,"['chicken', 'beef', 'bottled beer', 'canned beer', 'chocolate', 'hard cheese', 'rolls/buns', 'shopping bags', 'pickled vegetables', 'berries']"
329,"['chicken', 'yogurt', 'canned beer', 'meat', 'bottled beer', 'flour', 'rolls/buns', 'brown bread', 'dessert', 'whole milk']"
330,"['chicken', 'yogurt', 'bottled beer', 'canned beer', 'rolls/buns', 'liquor', 'dessert', 'frozen meals', 'salty snack', 'whole milk']"
331,"['candy', 'canned beer', 'flour', 'brown bread', 'salty snack', 'detergent', 'dish cleaner', 'herbs', 'chewing gum', 'whole milk']"
332,"['cat food', 'yogurt', 'beef', 'bottled beer', 'canned beer', 'hard cheese', 'rolls/buns', 'cream cheese', 'shopping bags', 'liquor']"
333,"['yogurt', 'beef', 'bottled beer', 'meat', 'flour', 'cream cheese', 'butter', 'berries', 'fruit/vegetable juice', 'root vegetables']"
334,"['yogurt', 'beef', 'canned beer', 'bottled beer', 'rolls/buns', 'shopping bags', 'brown bread', 'dessert', 'butter', 'whole milk']"
335,"['chicken', 'yogurt', 'beef', 'rolls/buns', 'cream cheese', 'dessert', 'butter', 'semi-finished bread', 'whole milk', 'mustard']"
336,"['yogurt', 'cat food', 'rolls/buns', 'shopping bags', 'salty snack', 'whole milk', 'fruit/vegetable juice', 'root vegetables', 'pet care']"
337,"['chicken', 'yogurt', 'hard cheese', 'rolls/buns', 'cream cheese', 'shopping bags', 'brown bread', 'butter', 'berries', 'whole milk']"
338,"['yogurt', 'bottled beer', 'candy', 'chocolate', 'condensed milk', 'rolls/buns', 'cream cheese', 'UHT-milk', 'salty snack', 'berries']"
339,"['yogurt', 'rolls/buns', 'whole milk', 'coffee', 'dish cleaner', 'fruit/vegetable juice', 'root vegetables', 'frankfurter']"
340,"['yogurt', 'bottled beer', 'canned beer', 'rolls/buns', 'shopping bags', 'pickled vegetables', 'berries', 'UHT-milk', 'soft cheese', 'coffee']"
341,"['yogurt', 'beef', 'rolls/buns', 'semi-finished bread', 'soft cheese', 'coffee', 'whole milk', 'pastry', 'frankfurter']"
342,"['beef', 'candy', 'canned beer', 'flour', 'salty snack', 'butter', 'chocolate marshmallow', 'bottled beer', 'meat', 'whole milk']"
343,"['yogurt', 'cat food', 'bottled beer', 'chocolate', 'flour', 'rolls/buns', 'cream cheese', 'liquor', 'UHT-milk', 'berries']"
344,"['cat food', 'yogurt', 'beef', 'bottled beer', 'hard cheese', 'rolls/buns', 'shopping bags', 'whole milk', 'cake bar', 'pastry']"
345,"['yogurt', 'bottled beer', 'meat', 'chocolate', 'rolls/buns', 'shopping bags', 'brown bread', 'berries', 'butter', 'whole milk']"
346,"['chicken', 'beef', 'candy', 'bottled beer', 'hard cheese', 'rolls/buns', 'brown bread', 'butter', 'whole milk', 'pastry']"
347,"['cat food', 'yogurt', 'butter milk', 'canned beer', 'bottled beer', 'beef', 'hard cheese', 'rolls/buns', 'brown bread', 'pickled vegetables']"
348,"['chicken', 'yogurt', 'canned beer', 'candy', 'mayonnaise', 'shopping bags', 'butter', 'salty snack', 'whole milk', 'fruit/vegetable juice']"
349,"['chicken', 'yogurt', 'butter milk', 'bottled beer', 'meat', 'candy', 'chocolate', 'rolls/buns', 'liquor', 'shopping bags']"
350,"['chicken', 'yogurt', 'pickled vegetables', 'salty snack', 'fruit/vegetable juice', 'root vegetables']"
351,"['chicken', 'yogurt', 'candy', 'meat', 'canned beer', 'chocolate', 'rolls/buns', 'cream cheese', 'shopping bags', 'brown bread']"
352,"['chicken', 'beef', 'bottled beer', 'chocolate', 'mayonnaise', 'shopping bags', 'dessert', 'butter', 'berries', 'frozen meals']"
353,"['chicken', 'cat food', 'yogurt', 'beef', 'rolls/buns', 'salty snack', 'semi-finished bread', 'soft cheese', 'whole milk', 'detergent']"
354,"['cat food', 'yogurt', 'beef', 'canned beer', 'hard cheese', 'liquor', 'rolls/buns', 'shopping bags', 'brown bread', 'whole milk']"
355,"['cat food', 'yogurt', 'butter milk', 'canned beer', 'beef', 'chocolate', 'mayonnaise', 'rolls/buns', 'cream cheese', 'shopping bags']"
356,"['canned beer', 'meat', 'liquor', 'cream cheese', 'shopping bags', 'rolls/buns', 'butter', 'whole milk', 'soft cheese', 'detergent']"
357,"['beef', 'rolls/buns', 'shopping bags', 'soft cheese', 'detergent', 'pastry']"
358,"['bottled beer', 'rolls/buns', 'dessert', 'salty snack', 'whole milk', 'coffee', 'pastry', 'fruit/vegetable juice', 'canned fish']"
359,"['chicken', 'yogurt', 'chocolate', 'shopping bags', 'UHT-milk', 'salty snack', 'berries', 'mustard', 'whole milk', 'butter']"
360,"['chicken', 'cat food', 'yogurt', 'butter milk', 'bottled beer', 'canned beer', 'liquor', 'rolls/buns', 'cream cheese', 'shopping bags']"
361,"['yogurt', 'bottled beer', 'rolls/buns', 'liquor', 'shopping bags', 'butter', 'soft cheese', 'whole milk', 'pastry', 'dog food']"
362,"['chicken', 'beef', 'bottled beer', 'meat', 'rolls/buns', 'shopping bags', 'dessert', 'frozen meals', 'brown bread', 'whole milk']"
363,"['yogurt', 'butter milk', 'candy', 'hard cheese', 'rolls/buns', 'cream cheese', 'shopping bags', 'UHT-milk', 'butter', 'whole milk']"
364,"['yogurt', 'butter milk', 'canned beer', 'beef', 'liquor', 'rolls/buns', 'dessert', 'berries', 'whole milk', 'detergent']"
365,"['yogurt', 'beef', 'butter milk', 'hard cheese', 'rolls/buns', 'cream cheese', 'butter', 'whole milk', 'coffee', 'pastry']"
366,"['canned beer', 'berries', 'detergent', 'cling film/bags', 'cat food', 'meat', 'liquor', 'whole milk', 'onions', 'rolls/buns']"
367,"['beef', 'candy', 'brown bread', 'butter', 'dish cleaner', 'cling film/bags', 'chewing gum', 'bottled beer', 'whole milk', 'soft cheese']"
368,"['chicken', 'yogurt', 'candy', 'bottled beer', 'canned beer', 'rolls/buns', 'cream cheese', 'shopping bags', 'dessert', 'salty snack']"
369,"['bottled beer', 'canned beer', 'meat', 'chocolate', 'rolls/buns', 'liquor', 'cream cheese', 'UHT-milk', 'pickled vegetables', 'coffee']"
370,"['yogurt', 'butter milk', 'candy', 'canned beer', 'bottled beer', 'rolls/buns', 'shopping bags', 'brown bread', 'salty snack', 'frozen meals']"
371,"['yogurt', 'canned beer', 'chocolate', 'cream cheese', 'whole milk', 'coffee', 'pastry', 'root vegetables', 'ham', 'onions']"
372,"['rolls/buns', 'brown bread', 'berries', 'UHT-milk', 'whole milk', 'coffee', 'soft cheese', 'detergent', 'frankfurter']"
373,"['chicken', 'bottled beer', 'flour', 'liquor', 'shopping bags', 'UHT-milk', 'salty snack', 'frozen meals', 'whole milk', 'coffee']"
374,"['beef', 'brown bread', 'berries', 'butter', 'bottled beer', 'meat', 'soft cheese', 'whole milk', 'pastry', 'hard cheese']"
375,"['canned beer', 'bottled beer', 'rolls/buns', 'whole milk', 'coffee', 'pastry', 'root vegetables', 'ham', 'chewing gum']"
376,"['yogurt', 'bottled beer', 'canned beer', 'chocolate', 'rolls/buns', 'shopping bags', 'salty snack', 'butter', 'whole milk', 'frozen meals']"
377,"['rolls/buns', 'cream cheese', 'dessert', 'frozen meals', 'salty snack', 'whole milk', 'semi-finished bread', 'pet care', 'dog food', 'frankfurter']"
